300448,Eva Marie Saint,2,7/4/1924
300449,Gloria Grahame,1,11/28/1923
300450,Kim Hunter,5,11/12/1922
300451,Lee J. Cobb,1,12/8/1911
300452,Andrew Garfield,3,8/20/1983
300453,John Cazale,5,8/12/1935
300454,Jeremy Renner,4,1/7/1971
300455,Steve Carell,5,8/16/1962
300456,Jean Dujardin,1,6/19/1972
300457,Chris Evans,3,6/13/1981
300458,James Franco,4,4/19/1978
300459,Zach Galifianakis,2,10/1/1969
300460,Will Ferrell,1,7/16/1967
300461,Shia LaBeouf,5,6/11/1986
300462,Seth Rogen,1,4/15/1982
300463,Joseph Gordon-Levitt,2,2/17/1981
300464,Ryan Reynolds,5,10/23/1976
300465,Paul Rudd,3,4/6/1969
300466,Jason Segel,2,1/18/1980
300467,Jason Statham,1,7/26/1967
300468,Dick Van Dyke,2,12/13/1925
300469,Jesse Eisenberg,4,10/5/1983
300470,Owen Wilson,2,11/18/1968
300471,Jason Bateman,4,1/14/1969
300472,Tyler Perry,1,9/14/1969
300473,Liam Hemsworth,1,1/13/1990
300474,William Shatner,3,3/22/1931
300475,Gene Wilder,3,6/11/1933
300476,Thora Birch,5,3/11/1982
300477,Claire Trevor,4,3/8/1910
300478,Celeste Holm,5,4/29/1917
300479,Anne Baxter,3,5/7/1923
300480,Queen Latifah,2,3/18/1970
300481,Ethel Barrymore,1,1879-08-15
300482,Rosario Dawson,5,5/9/1979
300483,Teresa Wright,2,10/27/1918
300484,Mary Astor,2,5/3/1906
300485,Jane Darwell,4,1879-10-15
300486,Alicia Vikander,3,10/3/1988
300487,Mia Wasikowska,5,10/25/1989
300488,Abigail Breslin,4,4/14/1996
300489,Gale Sondergaard,2,1899-02-15
300490,Melissa McCarthy,2,8/26/1970
300491,Tina Fey,5,5/18/1970
300492,Zoe Saldana,1,6/19/1978
300493,Elisabeth Moss,1,7/24/1982
300494,Adrianne Palicki,1,5/6/1983
300495,Jennifer Garner,3,4/17/1972
300496,Kristen Wiig,1,8/22/1973
300497,June Squibb,4,11/6/1929
300498,Sally Hawkins,3,4/27/1976
300499,Kaley Cuoco,3,11/30/1985
300500,Naomi Watts,1,9/28/1968
300501,Robert Pattinson,3,5/13/1986
300502,Charlie Hunnam,2,4/10/1980
300503,Nicholas Hoult,1,12/7/1989
300504,Aaron Taylor-Johnson,5,6/13/1990
300505,Bryan Cranston,5,3/7/1956
300506,Gerard Butler,4,11/13/1969
300507,Paul Walker,3,9/12/1973
300508,Karl Urban,4,6/7/1972
300509,Logan Lerman,4,1/19/1992
300510,Dave Franco,2,6/12/1985
300511,Tom Hiddleston,3,2/9/1981
300512,Peter Dinklage,5,6/11/1969
300513,Taylor Kitsch,3,4/8/1981
300514,Edward Norton,1,8/18/1969
300515,Guy Pearce,2,10/5/1967
300516,Mark Ruffalo,2,11/22/1967
300517,Mickey Rourke,5,9/16/1952
300518,Frank Langella,2,1/1/1938
300519,Eddie Redmayne,5,1/6/1982
300520,David Strathairn,5,1/26/1949
300521,Terrence Howard,3,3/11/1969
300522,Ralph Fiennes,1,12/22/1962
300523,Tom Wilkinson,2,2/5/1948
300524,Richard Farnsworth,2,9/1/1920
300525,Nick Nolte,1,2/8/1941
300526,AnnaSophia Robb,3,12/8/1993
300527,Gemma Arterton,3,2/2/1986
300528,Olivia Wilde,4,3/10/1984
300529,Isla Fisher,2,2/3/1976
300530,Shailene Woodley,5,11/15/1991
300531,Rebel Wilson,2,3/2/1980
300532,Emma Roberts,5,2/10/1991
300533,Amber Heard,1,4/22/1986
300534,Teresa Palmer,2,2/26/1986
300535,Saoirse Ronan,2,4/12/1994
300536,Elizabeth Banks,5,2/10/1974
300537,Ida Lupino,2,2/4/1918
300538,Natalie Dormer,2,2/11/1982
300539,Brittany Snow,2,3/9/1986
300540,Kate Mara,3,2/27/1983
300541,Julianne Hough,3,7/20/1988
300542,Lily Collins,4,3/18/1989
300543,Cobie Smulders,5,4/3/1982
300544,Alice Eve,4,2/6/1982
300545,Jamie Chung,1,4/10/1983
300546,Noomi Rapace,2,12/28/1979
300547,Blake Lively,1,8/25/1987
300548,Maggie Grace,5,9/21/1983
300549,Jessica Biel,4,3/3/1982
300550,Eva Green,3,7/6/1980
300551,Peter Fonda,5,2/23/1940
300552,Woody Harrelson,1,7/23/1961
300553,Billy Bob Thornton,4,8/4/1955
300554,Idris Elba,1,9/6/1972
300555,Nigel Hawthorne,1,4/5/1929
300556,Laurence Fishburne,3,7/30/1961
300557,Stephen Rea,4,10/31/1946
300558,Warren Beatty,5,3/30/1937
300559,Richard Harris,1,10/1/1930
300560,John Cusack,3,6/28/1966
300561,Kenneth Branagh,5,12/10/1960
300562,Edward James Olmos,5,2/24/1947
300563,Max von Sydow,5,4/10/1929
300564,Bruce Dern,3,6/4/1936
300565,Bob Hoskins,1,10/26/1942
300566,James Woods,4,4/18/1947
300567,John Hawkes,2,9/11/1959
300568,James Garner,3,4/7/1928
300569,Sam Waterston,1,11/15/1940
300570,Tom Hulce,2,12/6/1953
300571,Albert Finney,3,5/9/1936
300572,Tom Conti,5,11/22/1941
300573,Tom Courtenay,1,2/25/1937
300574,Dudley Moore,4,4/19/1935
300575,John Hurt,5,1/22/1940
300576,Kat Dennings,2,6/13/1986
300577,Priyanka Chopra Jonas,4,7/18/1982
300578,Emmanuelle Riva,2,2/24/1927
300579,Greta Gerwig,5,8/4/1983
300580,Brie Larson,5,10/1/1989
300581,Jessica Lucas,1,9/24/1985
300582,Maria Falconetti,5,1892-07-21
300583,Greer Garson,3,9/29/1904
300584,Rosalind Russell,5,6/4/1907
300585,Raquel Welch,3,9/5/1940
300586,Linda Fiorentino,3,3/9/1958
300587,Gabourey Sidibe,1,5/6/1983
300588,Judy Davis,1,4/23/1955
300589,Mia Farrow,5,2/9/1945
300590,Audrey Tautou,3,8/9/1976
300591,Jeanne Moreau,3,1/23/1928
300592,Jane Wyman,2,1/5/1917
300593,Gena Rowlands,2,6/19/1930
300594,Lesley Manville,1,3/12/1956
300595,Elizabeth Olsen,2,2/16/1989
300596,Nastassja Kinski,4,1/24/1961
300597,Madelanie Laurent,3,2/21/1983
300598,Whitney Houston,5,8/9/1963
300599,Felicity Huffman,3,12/9/1962
300600,Imelda Staunton,1,1/9/1956
300601,Oscar Isaac,4,3/9/1979
300602,Jon Heder,2,10/26/1977
300603,Miles Teller,3,2/20/1987
300604,Daniel Brohl,4,6/16/1978
300605,James Gandolfini,1,9/18/1961
300606,Michael B. Jordan,3,2/9/1987
300607,Anthony Perkins,3,4/4/1932
300608,David Thewlis,5,3/20/1963
300609,Klaus Kinski,4,10/18/1926
300610,Malcolm McDowell,1,6/13/1943
300611,Ray Winstone,4,2/19/1957
300612,Jean-Paul Belmondo,5,4/9/1933
300613,Andy Serkis,3,4/20/1964
300614,Matthew Broderick,1,3/21/1962
300615,Dennis Hopper,3,5/17/1936
300616,Michael Rooker,2,4/6/1955
300617,Vincent Gallo,4,4/11/1961
300618,Kevin Spacey,3,7/26/1959
300619,Vincent Cassel,1,11/23/1966
300620,J.K. Simmons,2,1/9/1955
300621,Boris Karloff,2,1887-11-23
300622,Peter Lorre,4,6/26/1904
300623,Matthew McConaughey,1,11/4/1969
300624,Paddy Considine,3,9/5/1973
300625,Ryan Phillippe,5,9/10/1974
300626,Kerry Washington,1,1/31/1977
300627,Carrie-Anne Moss,2,8/21/1967
300628,Janet Leigh,2,7/6/1927
300629,Catalina Sandino Moreno,4,4/19/1981
300630,Samantha Morton,5,5/13/1977
300631,Keisha Castle-Hughes,2,3/24/1990
300632,Barbara Stanwyck,5,7/16/1907
300633,Joan Allen,3,8/20/1956
300634,Janet McTeer,4,8/5/1961
300635,Fernanda Montenegro,3,10/16/1929
300636,Kristin Scott Thomas,5,5/24/1960
300637,Brenda Blethyn,5,2/20/1946
300638,Elisabeth Shue,5,10/6/1963
300639,Miranda Richardson,1,3/3/1958
300640,Stockard Channing,3,2/13/1944
300641,Luise Rainer,1,1/12/1910
300642,Mary McDonnell,2,4/28/1952
300643,Lucille Ball,5,8/6/1911
300644,Laura Dern,4,2/10/1967
300645,Pauline Collins,5,9/3/1940
300646,Isabelle Adjani,3,6/27/1955
300647,Melanie Griffith,5,8/9/1957
300648,Sally Kirkland,1,10/31/1941
300649,Jane Alexander,2,10/28/1939
300650,Marsha Mason,4,4/3/1942
300651,Freddie Highmore,3,2/14/1992
300652,Michael J. Fox,2,6/9/1961
300653,John Travolta,1,2/18/1954
300654,Chow Yun-Fat,5,5/18/1955
300655,Seth MacFarlane,2,10/26/1973
300656,Jet Li,4,4/26/1963
300657,John Houseman,3,9/22/1902
300658,Chuck Norris,4,3/10/1940
300659,Jean-Claude Van Damme,5,10/18/1960
300660,Sam Rockwell,2,11/5/1968
300661,Takashi Shimura,1,3/12/1905
300662,Richard E. Grant,2,5/5/1957
300663,Leslie Nielsen,5,2/11/1926
300664,Simon Pegg,1,2/14/1970
300665,John Malkovich,4,12/9/1953
300666,Michael Shannon,4,8/7/1974
300667,Martin Sheen,1,8/3/1940
300668,Christopher Guest,1,2/5/1948
300669,Alan Rickman,2,2/21/1946
300670,Jackie Earle Haley,2,7/14/1961
300671,Gig Young,1,11/4/1913
300672,James Spader,1,2/7/1960
300673,Eric Bana,5,8/9/1968
300674,Romain Duris,5,5/28/1974
300675,Robert Shaw,3,8/9/1927
300676,Jacki Weaver,3,5/25/1947
300677,Baranice Bejo,5,7/7/1976
300678,Hailee Steinfeld,2,12/11/1996
300679,Jennifer Jason Leigh,3,2/5/1962
300680,Kathleen Quinlan,5,11/19/1954
