20995,Her,1987,18,1094,50962
20996,The Big Lebowski,1992,14,1095,509129
20997,Sexy Beast,2016,11,1096,50960
20998,The Fugitive,2020,15,1097,50952
20999,The Natural,2000,18,1098,50999
209100,The Apartment,1991,16,1099,50951
210101,Beginners,2002,10,1100,51090
210102,Patton,1986,9,1101,510232
210103,Mrs. Doubtfire,1988,17,1102,510249
210104,The Deer Hunter,2004,16,1103,510223
210105,The Master,2013,10,1104,510131
210106,Michael Clayton,2000,8,1105,51045
210107,The French Connection,2019,9,1106,510152
210108,Die Hard,2018,9,1107,51082
210109,The Untouchables,1993,19,1108,51034
210110,The Lord of the Rings: The Fellowship of the Ring,2006,14,1109,510164
211111,Les Miserables,2008,11,1110,51129
211112,Lost in Translation,2006,8,1111,51189
211113,Face/Off,2003,19,1112,511152
211114,Goodfellas,2013,16,1113,511214
211115,Ad Astra,2004,19,1114,511181
211116,The Postman,2002,17,1115,51167
211117,The Hunger Games: Catching Fire,2009,18,1116,511208
211118,Million Dollar Baby,1993,13,1117,511123
211119,Behind the Candelabra,2000,13,1118,511199
211120,Iron Man,1994,16,1119,511133
212121,The Night of the Iguana,1990,14,1120,512238
212122,Forrest Gump,2015,18,1121,51261
212123,Love Me or Leave Me,1987,19,1122,51229
212124,Terms of Endearment,1986,10,1123,512150
212125,The Piano,1989,10,1124,512201
212126,Unfaithful,2010,8,1125,51247
212127,Sunset Blvd.,1992,19,1126,512188
212128,To Have and Have Not,1997,12,1127,51268
212129,Kill Bill: Vol. 1,2011,19,1128,512116
212130,The Divorcee,2009,14,1129,51296
213131,Beaches,2014,18,1130,5130
213132,Ordinary People,2003,20,1131,51373
213133,Roma città aperta,1998,10,1132,513195
213134,Skyfall,2004,11,1133,51348
213135,Basic Instinct,1995,16,1134,51398
213136,L.A. Confidential,2008,8,1135,513202
213137,Women in Love,1992,14,1136,513187
213138,It's a Wonderful Life,1998,15,1137,513177
213139,G.I. Jane,2006,9,1138,513180
213140,Cabaret,2008,14,1139,51376
214141,Being There,1995,18,1140,514141
214142,Manhattan,2013,14,1141,514135
214143,Braveheart,1992,14,1142,514110
214144,The Fighter,1989,20,1143,514172
214145,Roxanne,2007,10,1144,514114
214146,Django Unchained,1996,17,1145,51439
214147,Mystic River,1992,18,1146,51454
214148,The 6th Day,2016,17,1147,514182
214149,Rocky,2005,8,1148,51412
214150,The Lord of the Rings: The Return of the King,2012,11,1149,514178
215151,Star Wars: Episode II - Attack of the Clones,2011,20,1150,515229
215152,The King's Speech,1992,18,1151,515188
215153,Star Wars,1987,18,1152,515124
215154,Who's Afraid of Virginia Woolf?,2005,12,1153,51597
215155,The Departed,2006,10,1154,515178
215156,The Godfather,1996,13,1155,51549
215157,12 Years a Slave,2019,12,1156,515215
215158,Hannibal,2000,15,1157,51557
215159,Zoolander,1991,17,1158,515150
215160,Spider-Man,2017,13,1159,515114
216161,Appaloosa,1998,19,1160,516133
216162,Reservoir Dogs,2003,10,1161,516154
216163,Midnight Cowboy,2015,10,1162,516196
216164,Never Been Kissed,2005,11,1163,51642
216165,Little Women,1987,8,1164,516178
216166,Romancing the Stone,2011,18,1165,516128
216167,Nightcrawler,2018,13,1166,516233
216168,Ghost,1990,12,1167,516224
216169,American Beauty,2014,14,1168,516121
216170,Gosford Park,1988,11,1169,51644
217171,Funny Girl,1988,17,1170,517120
217172,The Hunger Games,1999,12,1171,517208
217173,"Rachel, Rachel",2013,19,1172,51762
217174,Giant,2000,9,1173,517241
217175,The Grifters,1994,10,1174,517228
217176,The Birdcage,2003,16,1175,517245
217177,Private Benjamin,2012,9,1176,51748
217178,C'era una volta il West,1992,12,1177,51737
217179,Shakespeare in Love,2002,12,1178,51718
217180,Monster,2000,15,1179,517104
218181,La Môme,2011,18,1180,518236
218182,Buffalo '66,2010,18,1181,51819
218183,The English Patient,2012,8,1182,518215
218184,Kill Bill: Vol. 2,2010,11,1183,518193
218185,"Come Back, Little Sheba",2012,16,1184,518241
218186,Wild,2006,20,1185,518131
218187,Sicario,2010,17,1186,51819
218188,Footloose,2011,20,1187,51820
218189,Dirty Dancing,1991,13,1188,5189
218190,The Dark Knight,2002,18,1189,518235
219191,The Apostle,2003,11,1190,519157
219192,Out of the Past,2002,19,1191,519164
219193,The Lobster,1993,16,1192,519116
219194,Stalag 17,2020,10,1193,519153
219195,Double Indemnity,1988,8,1194,51925
219196,The Thin Man,2014,16,1195,519134
219197,Dallas Buyers Club,2007,15,1196,519114
219198,The Adventures of Robin Hood,1995,19,1197,519155
219199,A Night at the Opera,1999,13,1198,519230
219200,Lolita,2004,8,1199,51948
220201,The General,2012,10,1200,52080
220202,Citizen Kane,2012,19,1201,520231
220203,The Towering Inferno,1994,20,1202,52090
220204,A Star Is Born,2013,10,1203,520162
220205,The Talented Mr. Ripley,2004,15,1204,52089
220206,Sideways,2008,13,1205,520159
220207,Kinsey,1990,11,1206,520110
220208,Good Will Hunting,2001,10,1207,52061
220209,Shame,2013,15,1208,5204
220210,The Carol Burnett Show,2007,10,1209,520143
221211,Driving Miss Daisy,2020,12,1210,521105
221212,As Good as It Gets,2010,11,1211,52113
221213,True Romance,1992,19,1212,521152
221214,Greenwich Village,2001,20,1213,52118
221215,Almost Famous,2014,20,1214,52180
221216,Chicago,2014,16,1215,521227
221217,Vanilla Sky,1986,17,1216,52161
221218,Requiem for a Dream,2011,16,1217,521137
221219,Miracle on 34th Street,2011,12,1218,521168
221220,300,2007,14,1219,521216
222221,About a Boy,1996,11,1220,522151
222222,The Big C,2018,9,1221,522162
222223,Witness for the Prosecution,2019,10,1222,52287
222224,To Be or Not to Be,2010,19,1223,522235
222225,Mr. Smith Goes to Washington,2009,12,1224,522157
222226,Suzy,2001,10,1225,522235
222227,Kitty Foyle,1995,19,1226,522151
222228,Coquette,1999,8,1227,522203
222229,She Done Him Wrong,2007,11,1228,522209
222230,The X Files,2001,14,1229,522232
223231,The Perks of Being a Wallflower,2003,14,1230,523223
223232,When Harry Met Sally...,1988,17,1231,523226
223233,Argo,2009,13,1232,52335
223234,The Hateful Eight,1998,14,1233,523219
223235,Blue Valentine,1994,16,1234,523177
223236,A Single Man,1985,13,1235,52333
223237,The Pianist,2003,20,1236,523232
223238,La vita bella,1995,9,1237,523165
223239,Dead Ringers,2002,16,1238,523155
223240,The Grand Budapest Hotel,1994,15,1239,52364
224241,The Goodbye Girl,1988,8,1240,524222
224242,Harry and Tonto,1996,14,1241,524189
224243,The Dirty Dozen,1989,17,1242,52489
224244,My Fair Lady,1988,9,1243,524175
224245,Murder by Death,2007,19,1244,524159
224246,A History of Violence,2015,20,1245,5240
224247,Marty,2012,12,1246,524190
224248,The Imitation Game,1991,14,1247,524215
224249,In the Heat of the Night,1988,8,1248,52415
224250,Kick-Ass,1985,19,1249,52439
225251,Up in the Air,2014,9,1250,52580
225252,Breaking the Waves,2001,19,1251,52537
225253,Pirates of the Caribbean: The Curse of the Black Pearl,2007,8,1252,525225
225254,The Man from Earth,2013,12,1253,52566
225255,Show People,2012,9,1254,525185
225256,War of the Worlds,1992,14,1255,52568
225257,Friends,1987,11,1256,525145
225258,A Beautiful Mind,2006,15,1257,52591
225259,The Notebook,2002,10,1258,525233
225260,Never Let Me Go,2011,18,1259,525228
226261,Hustlers,2012,16,1260,526158
226262,Scream,2015,17,1261,52653
226263,The Craft,1993,14,1262,52637
226264,Fantastic Four,1995,20,1263,52680
226265,Snow White and the Huntsman,2001,17,1264,52676
226266,Billy Elliot,2000,15,1265,526248
226267,Halloween,2003,9,1266,52625
226268,La La Land,1994,9,1267,52650
226269,The Caine Mutiny,1993,16,1268,5263
226270,All the King's Men,1997,16,1269,526140
227271,Random Harvest,2008,18,1270,527100
227272,Dr. Jekyll and Mr. Hyde,1986,18,1271,527117
227273,The Lost Weekend,2019,16,1272,527191
227274,White Christmas,2011,14,1273,527175
227275,Watch on the Rhine,1989,9,1274,52733
227276,The 39 Steps,2020,8,1275,527130
227277,Scarface,2010,12,1276,527189
227278,The Quiet Man,2012,9,1277,527138
227279,Dinner at Eight,1990,10,1278,52714
227280,Key Largo,2001,20,1279,52789
228281,Jurassic Park,2020,17,1280,528179
228282,The Avengers,1991,20,1281,528162
228283,Penthouse,2019,13,1282,528105
228284,The Last Command,1985,11,1283,52895
228285,Adaptation.,2009,11,1284,528243
228286,Jerry Maguire,2004,13,1285,528169
228287,Ed Wood,1985,16,1286,52885
228288,Shane,2003,12,1287,528201
228289,Wild Wild West,1999,17,1288,52851
228290,Cocoon,2008,10,1289,528137
229291,Underworld: Evolution,2007,12,1290,52915
229292,New Girl,1987,9,1291,52912
229293,My Week with Marilyn,2005,12,1292,529187
229294,Resident Evil: Afterlife,1985,19,1293,52943
229295,Spring Breakers,1990,9,1294,529156
229296,The Constant Gardener,2016,13,1295,529137
229297,Frozen,2002,14,1296,529136
229298,One for the Money,2003,18,1297,529191
229299,Armageddon,2006,11,1298,529244
229300,Zero Dark Thirty,2020,10,1299,52926
230301,Transformers,1992,8,1300,530174
230302,Hondo,2005,15,1301,530212
230303,Bring It On,1986,12,1302,5304
230304,The Roommate,2012,16,1303,530124
230305,The Little Colonel,2007,9,1304,53055
230306,Seinfeld,1985,15,1305,53072
230307,Juno,2002,12,1306,5301
230308,Moonstruck,2007,11,1307,530106
230309,In the Bedroom,1987,15,1308,530243
230310,One Flew Over the Cuckoo's Nest,2009,13,1309,53030
231311,Doctor Zhivago,2016,11,1310,531102
231312,Hud,2002,19,1311,531183
231313,The Killing Fields,1991,15,1312,53154
231314,An Officer and a Gentleman,1986,13,1313,53125
231315,Arthur,2005,16,1314,531247
231316,All the President's Men,2018,20,1315,531185
231317,"Oh, God!",2018,10,1316,531188
231318,Training Day,2005,15,1317,531122
231319,The Last Picture Show,2008,18,1318,53121
231320,Great Expectations,1999,10,1319,531220
232321,Willy Wonka & the Chocolate Factory,2002,12,1320,532213
232322,Cool Hand Luke,2003,14,1321,53291
232323,The Odd Couple,1989,13,1322,532165
232324,Death on the Nile,2011,16,1323,532123
232325,West Side Story,2019,8,1324,5321
232326,The Big Country,2014,17,1325,53267
232327,The Poseidon Adventure,1992,10,1326,53289
232328,The Man Who Shot Liberty Valance,1985,9,1327,532238
232329,Guardians of the Galaxy,1998,12,1328,5322
232330,The Graduate,1990,11,1329,53215
233331,Vertigo,2001,12,1330,533170
233332,Les diaboliques,1999,12,1331,53318
233333,The Manchurian Candidate,2008,19,1332,53337
233334,Born Yesterday,1994,15,1333,533214
233335,The Stranger,2005,20,1334,53370
233336,The Music Man,1997,16,1335,533208
233337,Airport,1994,14,1336,533213
233338,Hidden Figures,2008,17,1337,53320
233339,Precious,1988,8,1338,53328
233340,CODA,2020,13,1339,533215
234341,We Need to Talk About Kevin,2001,10,1340,534153
234342,Dreamgirls,1996,11,1341,534120
234343,My Cousin Vinny,1997,9,1342,53488
234344,The Fisher King,2015,10,1343,534183
234345,My Left Foot: The Story of Christy Brown,1991,20,1344,53458
234346,Lacon,2016,19,1345,534185
234347,The Treasure of the Sierra Madre,2009,14,1346,5349
234348,The Best Years of Our Lives,1993,17,1347,534125
234349,Love Actually,1993,16,1348,53446
234350,The More the Merrier,2005,15,1349,534106
235351,How Green Was My Valley,2017,9,1350,535177
235352,Stagecoach,1997,12,1351,535122
235353,The Shop Around the Corner,2001,16,1352,535175
235354,The Matrix,1994,18,1353,535115
235355,21 Jump Street,1986,15,1354,5356
235356,Les Misérables,1998,15,1355,53565
235357,Jumanji: Welcome to the Jungle,2010,8,1356,535172
235358,The Waterboy,1996,8,1357,535104
235359,Harry Potter and the Deathly Hallows: Part 2,2016,19,1358,535110
235360,Casino Royale,1988,13,1359,535205
236361,Man of Steel,2015,18,1360,536131
236362,Star Trek,1985,19,1361,536110
236363,A Passage to India,2010,11,1362,536114
236364,The Year of Living Dangerously,2001,15,1363,53679
236365,Reds,2013,9,1364,536170
236366,Last Vegas,2014,20,1365,53644
236367,Coriolanus,2020,10,1366,53646
236368,The Bad Seed,2011,19,1367,536215
236369,Rosemary's Baby,2007,17,1368,53677
236370,Bonnie and Clyde,2020,10,1369,53665
237371,Secretary,1994,16,1370,537225
237372,Batman Begins,1994,18,1371,537131
237373,Valley of the Dolls,2015,15,1372,53793
237374,Murder on the Orient Express,2019,10,1373,537172
237375,Sayonara,2015,12,1374,537144
237376,Written on the Wind,1987,12,1375,537143
237377,On the Waterfront,2005,17,1376,537218
237378,In a Lonely Place,1987,20,1377,537154
237379,Hacksaw Ridge,2018,17,1378,53762
237380,Dog Day Afternoon,2000,14,1379,53761
238381,The Hurt Locker,2015,11,1380,538225
238382,The Office,1998,15,1381,538121
238383,The Artist,1989,8,1382,53827
238384,The Disaster Artist,2011,15,1383,538202
238385,The Hangover,2013,11,1384,53814
238386,Talladega Nights: The Ballad of Ricky Bobby,1989,15,1385,53820
238387,Honey Boy,1997,15,1386,538219
238388,This Is the End,1988,18,1387,538166
238389,Deadpool 2,1990,13,1388,538240
238390,Ant-Man,2020,10,1389,538147
239391,Forgetting Sarah Marshall,2009,14,1390,53969
239392,Crank,2009,20,1391,539116
239393,Mary Poppins,2008,10,1392,539194
239394,The Social Network,1988,19,1393,539165
239395,The Royal Tenenbaums,1997,11,1394,539160
239396,Arrested Development,1999,16,1395,539164
239397,Diary of a Mad Black Woman,2001,12,1396,539229
239398,Star Trek V: The Final Frontier,1989,14,1397,53927
239399,Ghost World,1993,10,1398,539155
239400,None But the Lonely Heart,2002,20,1399,539148
240401,Rent,2008,11,1400,54078
240402,Shadow of a Doubt,2001,12,1401,54057
240403,The Maltese Falcon,2002,12,1402,54094
240404,The Grapes of Wrath,2002,11,1403,540193
240405,Ex Machina,2001,20,1404,540107
240406,Alice in Wonderland,1999,19,1405,54048
240407,Little Miss Sunshine,2003,10,1406,540188
240408,The Mark of Zorro,2011,15,1407,54024
240409,The Heat,2004,10,1408,540164
240410,30 Rock,1991,15,1409,54043
241411,Avatar,2016,14,1410,54175
241412,The Invisible Man,2006,13,1411,54176
241413,G.I. Joe: Retaliation,1994,8,1412,541118
241414,Alias,2017,19,1413,54110
241415,Bridesmaids,1991,10,1414,541104
241416,Nebraska,2004,12,1415,541228
241417,The Shape of Water,1995,13,1416,54168
241418,The Big Bang Theory,2012,8,1417,541226
241419,Mulholland Dr.,2001,17,1418,541146
241420,Twilight,2013,11,1419,541125
242421,Sons of Anarchy,1990,15,1420,542180
242422,Breaking Bad,1996,9,1421,542238
242423,The Fast and the Furious,1990,17,1422,54289
242424,Neighbors,1998,20,1423,542141
242425,Game of Thrones,1991,16,1424,542180
242426,X-Men Origins: Wolverine,2006,18,1425,542160
242427,Motherless Brooklyn,1998,19,1426,542163
242428,Memento,1988,9,1427,542243
242429,Spotlight,1989,9,1428,542157
242430,Sin City,2016,11,1429,54242
243431,Frost/Nixon,2005,18,1430,543185
243432,"Good Night, and Good Luck.",2002,19,1431,543179
243433,Hustle & Flow,1999,11,1432,5434
243434,The Straight Story,2019,14,1433,54393
243435,Warrior,2018,12,1434,543169
243436,Bridge to Terabithia,1988,9,1435,543238
243437,Prince of Persia: The Sands of Time,2001,11,1436,543214
243438,Tron,1988,15,1437,543176
243439,Wedding Crashers,1995,10,1438,543115
243440,Big Little Lies,1996,8,1439,543141
244441,Pitch Perfect,1989,13,1440,544117
244442,We're the Millers,2019,17,1441,54480
244443,Aquaman,2009,9,1442,54450
244444,Warm Bodies,2012,11,1443,544219
244445,Hanna,1990,14,1444,544225
244446,High Sierra,1997,18,1445,54425
244447,Rock of Ages,2014,12,1446,54460
244448,The Mortal Instruments: City of Bones,1986,17,1447,544165
244449,Before We Go,2008,10,1448,54463
244450,Big Hero 6,2020,8,1449,54451
245451,Mann som hatar kvinnor,1998,11,1450,545128
245452,Gossip Girl,2018,17,1451,54516
245453,Taken,1988,15,1452,545120
245454,The Illusionist,1999,14,1453,545108
245455,Easy Rider,2015,8,1454,54529
245456,True Detective,2018,18,1455,545190
245457,Sling Blade,1988,11,1456,545123
245458,Beasts of No Nation,1994,12,1457,54525
245459,The Madness of King George,1987,9,1458,545245
245460,The Crying Game,2020,20,1459,54557
246461,Gladiator,1999,14,1460,54672
246462,Grosse Pointe Blank,2014,11,1461,54649
246463,Henry V,2010,16,1462,546204
246464,Battlestar Galactica,2001,19,1463,54690
246465,Flash Gordon,2010,19,1464,546175
246466,The Long Good Friday,2003,12,1465,54667
246467,Vampires,1998,17,1466,546174
246468,The Sessions,1997,16,1467,54653
246469,Law & Order,1987,19,1468,54671
246470,Amadeus,1987,16,1469,54675
247471,Derailed,1992,11,1470,547216
247472,45 Years,1987,16,1471,547206
247473,Nineteen Eighty-Four,2014,19,1472,547224
247474,Nick and Norah's Infinite Playlist,1991,9,1473,54781
247475,Baywatch,2012,20,1474,547237
247476,Hiroshima mon amour,2015,19,1475,54728
247477,Lady Bird,1997,15,1476,547242
247478,Room,2015,19,1477,547229
247479,The Covenant,2004,14,1478,54729
247480,La passion de Jeanne d'Arc,1988,8,1479,547141
248481,Pride and Prejudice,2002,12,1480,54847
248482,Auntie Mame,2004,11,1481,548123
248483,The Three Musketeers,2016,14,1482,548122
248484,The Last Seduction,2019,17,1483,54823
248485,Husbands and Wives,2002,12,1484,548218
248486,Le fabuleux destin d'Amélie Poulain,1990,13,1485,54856
248487,Jules et Jim,1994,10,1486,548167
248488,Falcon Crest,1987,20,1487,54811
248489,Phantom Thread,1988,13,1488,548138
248490,Martha Marcy May Marlene,2000,18,1489,548214
249491,Tess,1992,16,1490,54984
249492,Inglourious Basterds,2004,8,1491,549209
249493,The Bodyguard,2002,18,1492,54937
249494,Transamerica,1991,13,1493,54990
249495,Vera Drake,2011,18,1494,549227
249496,Napoleon Dynamite,1994,14,1495,54976
249497,The Spectacular Now,1994,18,1496,549194
249498,Rush,1985,18,1497,549240
249499,The Sopranos,1988,8,1498,549113
249500,Psycho,1990,19,1499,549222
250501,Naked,2002,13,1500,550114
250502,Nosferatu: Phantom der Nacht,1995,10,1501,55013
250503,A Clockwork Orange,2011,17,1502,550177
250504,Pierrot le Fou,2016,18,1503,550146
250505,War for the Planet of the Apes,2018,18,1504,55044
250506,The Producers,2013,8,1505,550215
250507,Whiplash,1990,9,1506,550247
250508,Bride of Frankenstein,2013,13,1507,55047
250509,M - Eine Stadt sucht einen Mörder,1998,12,1508,55081
250510,Dead Man's Shoes,2016,18,1509,55010
251511,Scandal,2014,15,1510,551214
251512,Maria Full of Grace,1998,13,1511,551141
251513,Minority Report,2012,17,1512,55186
251514,Whale Rider,1993,17,1513,55144
251515,Albert Nobbs,2019,16,1514,551236
251516,Central do Brasil,1991,20,1515,55145
251517,Pride & Prejudice,1989,17,1516,55112
251518,Leaving Las Vegas,1989,19,1517,55137
251519,Practical Magic,2014,15,1518,5510
251520,The Great Ziegfeld,2002,12,1519,551230
252521,I Love Lucy,2008,14,1520,55234
252522,Shirley Valentine,1999,14,1521,552200
252523,Possession,2015,12,1522,552242
252524,Working Girl,2017,18,1523,552130
252525,Anna,2008,18,1524,55254
252526,Kramer vs. Kramer,1996,8,1525,552121
252527,Finding Neverland,1999,20,1526,552142
252528,Back to the Future,1989,16,1527,552133
252529,Wo hu cang long,2009,16,1528,55261
252530,Family Guy,2000,8,1529,55266
253531,Huo Yuan Jia,2013,14,1530,553120
253532,The Paper Chase,1993,13,1531,55382
253533,"Walker, Texas Ranger",1998,14,1532,553193
253534,Double Impact,1996,11,1533,55382
253535,Moon,2005,14,1534,5536
253536,Shichinin no samurai,2014,13,1535,55391
253537,Airplane!,1996,17,1536,55365
253538,Shaun of the Dead,1997,17,1537,553157
253539,Being John Malkovich,2006,11,1538,55327
253540,Take Shelter,2020,11,1539,553226
254541,This Is Spinal Tap,1992,17,1540,55447
254542,Watchmen,1997,16,1541,554123
254543,"They Shoot Horses, Don't They?",1997,13,1542,554189
254544,The Blacklist,1996,19,1543,554121
254545,Dirty John,1991,13,1544,554161
254546,De battre mon coeur s'est ,1986,9,1545,554187
254547,A Man for All Seasons,1986,15,1546,55461
254548,Silver Linings Playbook,2006,11,1547,554160
254549,Apollo 13,1991,20,1548,55440
254550,The Curious Case of Benjamin Button,1993,17,1549,554169
255551,Gone Baby Gone,1987,13,1550,55586
255552,American Gangster,1996,12,1551,555233
255553,Babel,2007,9,1552,555196
255554,Hotel Rwanda,1995,14,1553,55577
255555,The Station Agent,2013,13,1554,555178
255556,House of Sand and Fog,2007,18,1555,555125
255557,The Parent Trap,1987,10,1556,55593
255558,Buffy the Vampire Slayer,2006,8,1557,555213
255559,We Are Who We Are,2012,18,1558,555174
255560,Gods and Monsters,1990,19,1559,5555
256561,Six Feet Under,2012,11,1560,556136
256562,Suicide Squad,1986,9,1561,556241
256563,American Crime,1998,11,1562,55615
256564,Deadwood,2002,19,1563,55646
256565,In a World...,1995,20,1564,556227
256566,Fargo,1995,13,1565,55635
256567,Amour,1989,9,1566,556160
256568,The Third Man,2015,14,1567,556121
256569,Saving Private Ryan,2011,14,1568,556189
256570,The Phantom of the Opera,1985,17,1569,556151
257571,Hell or High Water,2000,12,1570,557161
257572,Sullivan's Travels,2005,16,1571,557119
257573,Oldeuboi,2000,16,1572,557224
257574,Mozart in the Jungle,1993,9,1573,55734
257575,Der Untergang,1990,18,1574,557119
257576,The Lord of the Rings: The Two Towers,1987,10,1575,55737
257577,The Lunchbox,2002,8,1576,557116
257578,Dexter,2002,18,1577,557155
257579,Jaws,1995,11,1578,557232
257580,The Buddy Holly Story,2006,19,1579,55753
258581,The Walking Dead,2014,18,1580,55882
258582,The Squid and the Whale,2012,15,1581,558153
258583,Big Night,2008,16,1582,55884
258584,24,2016,20,1583,558127
258585,La vie d'Adèle,1992,19,1584,558163
258586,Fifty Shades of Grey,2004,11,1585,558167
258587,Trois couleurs: Blanc,2010,12,1586,558173
258588,Terminator 2: Judgment Day,2007,11,1587,558181
258589,Star Wars: Episode VIII - The Last Jedi,2004,12,1588,558113
258590,Jackie Brown,2008,13,1589,558178
259591,Dancer in the Dark,1993,9,1590,5595
259592,A Series of Unfortunate Events,2012,8,1591,559112
259593,Natural Born Killers,2000,19,1592,559228
259594,Sex and the City,2008,19,1593,5590
259595,Hannah Montana,1992,10,1594,559191
259596,Nashville,2006,15,1595,559196
259597,"Dr. Quinn, Medicine Woman",2019,11,1596,559218
259598,Titanic,2014,17,1597,559212
259599,Wonder Woman 1984,1994,8,1598,559175
259600,Grease,1999,14,1599,55915
260601,Circle of Friends,2020,17,1600,560198
260602,Close Encounters of the Third Kind,2009,15,1601,560169
260603,Waitress,2006,19,1602,560152
260604,About de souffle,2016,20,1603,56084
260605,Dawn of the Dead,1985,8,1604,560205
260606,Avengers: Endgame,1988,10,1605,5600
260607,Into the Wild,2018,17,1606,560103
260608,Blood Diamond,1998,11,1607,560172
260609,M*A*S*H,1988,12,1608,56052
260610,Children of Men,2017,16,1609,56052
261611,The Last Samurai,1992,15,1610,561109
261612,Life of Pi,2005,14,1611,56144
261613,The Green Mile,1999,11,1612,561219
261614,The Sixth Sense,2000,11,1613,56146
261615,Boogie Nights,1993,17,1614,561181
261616,Rushmore,1989,9,1615,561209
261617,Eastern Promises,2016,16,1616,561242
261618,Rob Roy,2003,10,1617,56115
261619,The Usual Suspects,2014,14,1618,56142
261620,The Matrix Revolutions,1990,9,1619,56183
262621,Paper Moon,2019,12,1620,562205
262622,The House Bunny,1997,17,1621,562162
262623,Gone with the Wind,1989,20,1622,56288
262624,X-Men: The Last Stand,2009,8,1623,562244
262625,Gone Girl,1991,12,1624,562103
262626,Jumanji,1998,13,1625,5624
262627,Knocked Up,2008,17,1626,56261
262628,Inside Out,2000,14,1627,562220
